abstract,accession_number,alternate_title,api_link,api_model,ark,batch_ids,box_name,box_number,canonical_link,caption,catalog_key,collection,contributor,create_date,creator,csv_metadata_update_jobs,cultural_context,date_created,description,file_sets,folder_name,folder_number,genre,id,identifier,iiif_manifest,indexed_at,ingest_project,ingest_sheet,keywords,language,legacy_identifier,library_unit,license,location,modified_date,notes,physical_description_material,physical_description_size,preservation_level,project,provenance,published,publisher,related_material,related_url,representative_file_set,rights_holder,rights_statement,scope_and_contents,series,source,status,style_period,subject,table_of_contents,technique,terms_of_use,thumbnail,title,visibility,work_type
,Voyager:inudilcsmi2553,,https://api.dc.library.northwestern.edu/api/v2/works/c64e2034-8ec3-4430-ba07-62251b721fa6,Work,ark:/81985/n2c53fq1x,79f61e14-5e89-4ea2-8283-3fd4ae7d13ce|e6dec3f4-78f8-4ddc-89df-5bff0f36f743,,,https://dc.library.northwestern.edu/items/c64e2034-8ec3-4430-ba07-62251b721fa6,,,Collection of Carl Smith,,2021-03-16T16:20:07.289511Z,unknown,,,1967 to 1999,,inu-dil-1c600473-17a9-4a2a-8c01-41eb2010214b.tif,,,,c64e2034-8ec3-4430-ba07-62251b721fa6,,https://api.dc.library.northwestern.edu/api/v2/works/c64e2034-8ec3-4430-ba07-62251b721fa6?as=iiif,2023-02-20T16:07:08.385308,None,None,,,inu:dil-1c600473-17a9-4a2a-8c01-41eb2010214b,Faculty Collections,None,,2023-02-15T19:46:25.978087Z,,,,Level 1,"{'cycle': None, 'desc': None, 'manager': None, 'name': None, 'proposer': None, 'task_number': None}","Middlesex county, Concord",True,,,,https://iiif.dc.library.northwestern.edu/iiif/2/cd58d2ac-c4d9-4d49-8600-c4d89e0411a2,,In Copyright - Educational Use Permitted,,,,Done,,,,,"The images on this web site, from material in the collections of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted.",https://api.dc.library.northwestern.edu/api/v2/works/c64e2034-8ec3-4430-ba07-62251b721fa6/thumbnail,Walden Pond. Thoreau Cabin Reconstruction,Public,Image
,Voyager:inudilcsmi3553,,https://api.dc.library.northwestern.edu/api/v2/works/c915284f-fbda-40b9-ba73-33ad453c43df,Work,ark:/81985/n26970k9z,79f61e14-5e89-4ea2-8283-3fd4ae7d13ce|e6dec3f4-78f8-4ddc-89df-5bff0f36f743,,,https://dc.library.northwestern.edu/items/c915284f-fbda-40b9-ba73-33ad453c43df,,,Collection of Carl Smith,,2021-03-16T16:36:17.512736Z,unknown,,,1990,,inu-dil-e4a3bce4-90cd-4ee0-88a5-2457a8241789.tif,,,,c915284f-fbda-40b9-ba73-33ad453c43df,,https://api.dc.library.northwestern.edu/api/v2/works/c915284f-fbda-40b9-ba73-33ad453c43df?as=iiif,2023-02-20T16:07:08.389885,None,None,,,inu:dil-e4a3bce4-90cd-4ee0-88a5-2457a8241789,Faculty Collections,None,,2023-02-15T19:46:25.978087Z,,,,Level 1,"{'cycle': None, 'desc': None, 'manager': None, 'name': None, 'proposer': None, 'task_number': None}","Fulton county, Atlanta",True,,,,https://iiif.dc.library.northwestern.edu/iiif/2/1a610f38-8616-4275-8fe4-e36917dc2405,,In Copyright - Educational Use Permitted,,,,Done,,,,,"The images on this web site, from material in the collections of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted.",https://api.dc.library.northwestern.edu/api/v2/works/c915284f-fbda-40b9-ba73-33ad453c43df/thumbnail,World of Coca-Cola,Public,Image
,Voyager:inudilcsmi2508,,https://api.dc.library.northwestern.edu/api/v2/works/da632c1e-0ada-4739-b550-d6059146db00,Work,ark:/81985/n2gm82b46,79f61e14-5e89-4ea2-8283-3fd4ae7d13ce|e6dec3f4-78f8-4ddc-89df-5bff0f36f743,,,https://dc.library.northwestern.edu/items/da632c1e-0ada-4739-b550-d6059146db00,,,Collection of Carl Smith,,2021-03-16T19:30:07.430909Z,unknown,,,1967 to 1999,,inu-dil-3e0c502b-fda2-491b-bdc4-f361dc05b640.tif,,,,da632c1e-0ada-4739-b550-d6059146db00,,https://api.dc.library.northwestern.edu/api/v2/works/da632c1e-0ada-4739-b550-d6059146db00?as=iiif,2023-02-20T16:07:08.421107,None,None,,,inu:dil-3e0c502b-fda2-491b-bdc4-f361dc05b640,Faculty Collections,None,,2023-02-15T19:46:25.978087Z,,,,Level 1,"{'cycle': None, 'desc': None, 'manager': None, 'name': None, 'proposer': None, 'task_number': None}",,True,,,,https://iiif.dc.library.northwestern.edu/iiif/2/fecab500-16f2-4f60-9d12-7fca01f46235,,In Copyright - Educational Use Permitted,,,,Done,,,,,"The images on this web site, from material in the collections of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted.",https://api.dc.library.northwestern.edu/api/v2/works/da632c1e-0ada-4739-b550-d6059146db00/thumbnail,Dwight David Eisenhower,Public,Image
,Voyager:inudilcsmi2337,,https://api.dc.library.northwestern.edu/api/v2/works/dfcf9c16-9cac-42e4-80e0-6b50042dd980,Work,ark:/81985/n2kp7vd98,79f61e14-5e89-4ea2-8283-3fd4ae7d13ce|e6dec3f4-78f8-4ddc-89df-5bff0f36f743,,,https://dc.library.northwestern.edu/items/dfcf9c16-9cac-42e4-80e0-6b50042dd980,,,Collection of Carl Smith,,2021-03-16T20:01:08.874759Z,unknown,,,1967 to 1999,,inu-dil-e0cd69ea-d657-4e50-a62b-5177fcef0dca.tif,,,,dfcf9c16-9cac-42e4-80e0-6b50042dd980,,https://api.dc.library.northwestern.edu/api/v2/works/dfcf9c16-9cac-42e4-80e0-6b50042dd980?as=iiif,2023-02-20T16:07:08.423496,None,None,,,inu:dil-e0cd69ea-d657-4e50-a62b-5177fcef0dca,Faculty Collections,None,,2023-02-15T19:46:25.978087Z,,,,Level 1,"{'cycle': None, 'desc': None, 'manager': None, 'name': None, 'proposer': None, 'task_number': None}","Adams county, Gettysburg National Military Park",True,,,,https://iiif.dc.library.northwestern.edu/iiif/2/2c7d84a7-9db6-41ba-b71d-d807014fd5af,,In Copyright - Educational Use Permitted,,,,Done,,,,,"The images on this web site, from material in the collections of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted.",https://api.dc.library.northwestern.edu/api/v2/works/dfcf9c16-9cac-42e4-80e0-6b50042dd980/thumbnail,Peach Orchard,Public,Image
,Voyager:inudilcsmi3748,,https://api.dc.library.northwestern.edu/api/v2/works/e1b8f727-b444-4b9b-84af-270d4e408eac,Work,ark:/81985/n26m33s23,79f61e14-5e89-4ea2-8283-3fd4ae7d13ce|e6dec3f4-78f8-4ddc-89df-5bff0f36f743,,,https://dc.library.northwestern.edu/items/e1b8f727-b444-4b9b-84af-270d4e408eac,,,Collection of Carl Smith,,2021-03-16T20:12:39.017201Z,unknown,,,1967 to 1999,,inu-dil-63686d8b-ecda-4dbd-bbf9-c9fe4f66fb90.tif,,,,e1b8f727-b444-4b9b-84af-270d4e408eac,,https://api.dc.library.northwestern.edu/api/v2/works/e1b8f727-b444-4b9b-84af-270d4e408eac?as=iiif,2023-02-20T16:07:08.425822,None,None,,,inu:dil-63686d8b-ecda-4dbd-bbf9-c9fe4f66fb90,Faculty Collections,None,,2023-02-15T19:46:25.978087Z,,,,Level 1,"{'cycle': None, 'desc': None, 'manager': None, 'name': None, 'proposer': None, 'task_number': None}","Los Angeles county, Los Angeles",True,,,,https://iiif.dc.library.northwestern.edu/iiif/2/7b76261b-497a-4766-82e7-78cd53a824da,,In Copyright - Educational Use Permitted,,,,Done,,,,,"The images on this web site, from material in the collections of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted.",https://api.dc.library.northwestern.edu/api/v2/works/e1b8f727-b444-4b9b-84af-270d4e408eac/thumbnail,Unknown,Public,Image
,Voyager:inudilcsmi2334,,https://api.dc.library.northwestern.edu/api/v2/works/e4dd5502-2f9a-49c3-a2d1-a74237f99630,Work,ark:/81985/n21n7z93z,79f61e14-5e89-4ea2-8283-3fd4ae7d13ce|e6dec3f4-78f8-4ddc-89df-5bff0f36f743,,,https://dc.library.northwestern.edu/items/e4dd5502-2f9a-49c3-a2d1-a74237f99630,,,Collection of Carl Smith,,2021-03-16T20:30:54.626950Z,unknown,,,1967 to 1999,,inu-dil-48836ec1-a64c-46b0-9f7b-25e76f4e22b9.tif,,,,e4dd5502-2f9a-49c3-a2d1-a74237f99630,,https://api.dc.library.northwestern.edu/api/v2/works/e4dd5502-2f9a-49c3-a2d1-a74237f99630?as=iiif,2023-02-20T16:07:08.433376,None,None,,,inu:dil-48836ec1-a64c-46b0-9f7b-25e76f4e22b9,Faculty Collections,None,,2023-02-15T19:46:25.978087Z,,,,Level 1,"{'cycle': None, 'desc': None, 'manager': None, 'name': None, 'proposer': None, 'task_number': None}","Adams county, Gettysburg National Military Park",True,,,,https://iiif.dc.library.northwestern.edu/iiif/2/6c515aac-84c3-4a1d-b870-0f1d53162820,,In Copyright - Educational Use Permitted,,,,Done,,,,,"The images on this web site, from material in the collections of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted.",https://api.dc.library.northwestern.edu/api/v2/works/e4dd5502-2f9a-49c3-a2d1-a74237f99630/thumbnail,Wheat Field,Public,Image
,Voyager:inudilcsmi2211,,https://api.dc.library.northwestern.edu/api/v2/works/e60454e9-4a44-4047-bf90-a8e69f51d83a,Work,ark:/81985/n27d2qw8n,79f61e14-5e89-4ea2-8283-3fd4ae7d13ce|e6dec3f4-78f8-4ddc-89df-5bff0f36f743,,,https://dc.library.northwestern.edu/items/e60454e9-4a44-4047-bf90-a8e69f51d83a,,,Collection of Carl Smith,,2021-03-16T20:38:10.537891Z,unknown,,,1967 to 1999,,inu-dil-1ed9c471-fa89-4613-bfc7-a865afb9f91b.tif,,,,e60454e9-4a44-4047-bf90-a8e69f51d83a,,https://api.dc.library.northwestern.edu/api/v2/works/e60454e9-4a44-4047-bf90-a8e69f51d83a?as=iiif,2023-02-20T16:07:08.437868,None,None,,,inu:dil-1ed9c471-fa89-4613-bfc7-a865afb9f91b,Faculty Collections,None,,2023-02-15T19:46:25.978087Z,,,,Level 1,"{'cycle': None, 'desc': None, 'manager': None, 'name': None, 'proposer': None, 'task_number': None}","Hudson county, Liberty Island",True,,,,https://iiif.dc.library.northwestern.edu/iiif/2/b0dc99c5-1801-42ec-b905-542809fb3074,,In Copyright - Educational Use Permitted,,,,Done,,,,,"The images on this web site, from material in the collections of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted.",https://api.dc.library.northwestern.edu/api/v2/works/e60454e9-4a44-4047-bf90-a8e69f51d83a/thumbnail,Her Torch Held High,Public,Image
,Voyager:inudilcsmi2526,,https://api.dc.library.northwestern.edu/api/v2/works/ea5f3f27-773a-47be-9dab-a0b546a37dfc,Work,ark:/81985/n21c1v43f,79f61e14-5e89-4ea2-8283-3fd4ae7d13ce|e6dec3f4-78f8-4ddc-89df-5bff0f36f743,,,https://dc.library.northwestern.edu/items/ea5f3f27-773a-47be-9dab-a0b546a37dfc,,,Collection of Carl Smith,,2021-03-16T21:04:58.514686Z,unknown,,,1967 to 1999,,inu-dil-5dbf68dc-ca28-4ee1-aa59-bdd9472b3133.tif,,,,ea5f3f27-773a-47be-9dab-a0b546a37dfc,,https://api.dc.library.northwestern.edu/api/v2/works/ea5f3f27-773a-47be-9dab-a0b546a37dfc?as=iiif,2023-02-20T16:07:08.473179,None,None,,,inu:dil-5dbf68dc-ca28-4ee1-aa59-bdd9472b3133,Faculty Collections,None,,2023-02-15T19:46:25.978087Z,,,,Level 1,"{'cycle': None, 'desc': None, 'manager': None, 'name': None, 'proposer': None, 'task_number': None}",,True,,,,https://iiif.dc.library.northwestern.edu/iiif/2/24ab361b-1c11-4932-a83c-5601cb167a4a,,In Copyright - Educational Use Permitted,,,,Done,,,,,"The images on this web site, from material in the collections of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted.",https://api.dc.library.northwestern.edu/api/v2/works/ea5f3f27-773a-47be-9dab-a0b546a37dfc/thumbnail,Unknown,Public,Image
,Voyager:inudilcsmi3805,,https://api.dc.library.northwestern.edu/api/v2/works/ec8f1063-da86-4581-92f1-2f87d427f97f,Work,ark:/81985/n2416tn4m,79f61e14-5e89-4ea2-8283-3fd4ae7d13ce|e6dec3f4-78f8-4ddc-89df-5bff0f36f743,,,https://dc.library.northwestern.edu/items/ec8f1063-da86-4581-92f1-2f87d427f97f,,,Collection of Carl Smith,,2021-03-16T21:17:37.068793Z,unknown,,,1967 to 1999,,inu-dil-27893458-ec93-4771-95c3-02560c93f664.tif,,,,ec8f1063-da86-4581-92f1-2f87d427f97f,,https://api.dc.library.northwestern.edu/api/v2/works/ec8f1063-da86-4581-92f1-2f87d427f97f?as=iiif,2023-02-20T16:07:08.611716,None,None,,,inu:dil-27893458-ec93-4771-95c3-02560c93f664,Faculty Collections,None,,2023-02-15T19:46:26.053477Z,,,,Level 1,"{'cycle': None, 'desc': None, 'manager': None, 'name': None, 'proposer': None, 'task_number': None}","Los Angeles county, Los Angeles",True,,,,https://iiif.dc.library.northwestern.edu/iiif/2/d335bca8-df0d-4058-9fb8-d384ad41cb37,,In Copyright - Educational Use Permitted,,,,Done,,,,,"The images on this web site, from material in the collections of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted.",https://api.dc.library.northwestern.edu/api/v2/works/ec8f1063-da86-4581-92f1-2f87d427f97f/thumbnail,Unknown,Public,Image
,Voyager:inudilcsmi2548,,https://api.dc.library.northwestern.edu/api/v2/works/f540b75a-352b-45da-bb33-d8687bf75eb6,Work,ark:/81985/n2m61cc6s,79f61e14-5e89-4ea2-8283-3fd4ae7d13ce|e6dec3f4-78f8-4ddc-89df-5bff0f36f743,,,https://dc.library.northwestern.edu/items/f540b75a-352b-45da-bb33-d8687bf75eb6,,,Collection of Carl Smith,,2021-03-16T22:08:12.727025Z,unknown,,,1967 to 1999,,inu-dil-f5b6e1ca-1a7c-4cf9-81b5-b61431b3b5ea.tif,,,,f540b75a-352b-45da-bb33-d8687bf75eb6,,https://api.dc.library.northwestern.edu/api/v2/works/f540b75a-352b-45da-bb33-d8687bf75eb6?as=iiif,2023-02-20T16:07:08.614403,None,None,,,inu:dil-f5b6e1ca-1a7c-4cf9-81b5-b61431b3b5ea,Faculty Collections,None,,2023-02-15T19:46:26.053477Z,,,,Level 1,"{'cycle': None, 'desc': None, 'manager': None, 'name': None, 'proposer': None, 'task_number': None}","Middlesex county, Concord",True,,,,https://iiif.dc.library.northwestern.edu/iiif/2/3fda929f-b841-4938-8e81-2ee2d726cb89,,In Copyright - Educational Use Permitted,,,,Done,,,,,"The images on this web site, from material in the collections of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted.",https://api.dc.library.northwestern.edu/api/v2/works/f540b75a-352b-45da-bb33-d8687bf75eb6/thumbnail,Walden Pond,Public,Image
,Voyager:inudilcsmi3408,,https://api.dc.library.northwestern.edu/api/v2/works/43be12e1-b7b8-40b2-9052-612a706a54d0,Work,ark:/81985/n24q7rc6f,79f61e14-5e89-4ea2-8283-3fd4ae7d13ce|e6dec3f4-78f8-4ddc-89df-5bff0f36f743,,,https://dc.library.northwestern.edu/items/43be12e1-b7b8-40b2-9052-612a706a54d0,,,Collection of Carl Smith,"Smith, Carl S.",2021-03-15T20:02:58.486106Z,unknown,,,1967 to 1999,Photographs by Carl Smith,inu-dil-5f84593e-aef4-486d-95ae-14f4202b2167.tif,,,,43be12e1-b7b8-40b2-9052-612a706a54d0,,https://api.dc.library.northwestern.edu/api/v2/works/43be12e1-b7b8-40b2-9052-612a706a54d0?as=iiif,2023-02-20T16:07:13.346202,None,None,,,inu:dil-5f84593e-aef4-486d-95ae-14f4202b2167,Faculty Collections,None,,2023-02-15T19:46:27.191132Z,,,,Level 1,"{'cycle': None, 'desc': None, 'manager': None, 'name': None, 'proposer': None, 'task_number': None}","United States, California, Mariposa county, Yosemite National Park",True,,,,https://iiif.dc.library.northwestern.edu/iiif/2/54648030-dc07-495b-8b6d-f8a4d50e5d0c,,In Copyright - Educational Use Permitted,,,,Done,,,,,"The images on this web site, from material in the collections of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted.",https://api.dc.library.northwestern.edu/api/v2/works/43be12e1-b7b8-40b2-9052-612a706a54d0/thumbnail,Yosemite National Park,Public,Image
,Voyager:inudilcsmi3404,,https://api.dc.library.northwestern.edu/api/v2/works/45615c08-562c-4bca-b54b-78866fbbff02,Work,ark:/81985/n22r3pk6h,79f61e14-5e89-4ea2-8283-3fd4ae7d13ce|e6dec3f4-78f8-4ddc-89df-5bff0f36f743,,,https://dc.library.northwestern.edu/items/45615c08-562c-4bca-b54b-78866fbbff02,,,Collection of Carl Smith,"Smith, Carl S.",2021-03-15T20:10:15.802046Z,unknown,,,1967 to 1999,Photographs by Carl Smith,inu-dil-d242d1ab-8bbf-4b25-b80d-441e53f2818e.tif,,,,45615c08-562c-4bca-b54b-78866fbbff02,,https://api.dc.library.northwestern.edu/api/v2/works/45615c08-562c-4bca-b54b-78866fbbff02?as=iiif,2023-02-20T16:07:13.348301,None,None,,,inu:dil-d242d1ab-8bbf-4b25-b80d-441e53f2818e,Faculty Collections,None,,2023-02-15T19:46:27.191132Z,,,,Level 1,"{'cycle': None, 'desc': None, 'manager': None, 'name': None, 'proposer': None, 'task_number': None}","United States, California, Santa Barbara county, Santa Barbara",True,,,,https://iiif.dc.library.northwestern.edu/iiif/2/3bd4a9fd-ebf8-4d8e-8c56-fc83b428b0cf,,In Copyright - Educational Use Permitted,,,,Done,,,,,"The images on this web site, from material in the collections of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted.",https://api.dc.library.northwestern.edu/api/v2/works/45615c08-562c-4bca-b54b-78866fbbff02/thumbnail,Unknown,Public,Image
,Voyager:inudilcsmi3413,,https://api.dc.library.northwestern.edu/api/v2/works/d9d49c03-3b12-4fed-bed0-b592b7cdc226,Work,ark:/81985/n2pk07q6n,79f61e14-5e89-4ea2-8283-3fd4ae7d13ce|e6dec3f4-78f8-4ddc-89df-5bff0f36f743,,,https://dc.library.northwestern.edu/items/d9d49c03-3b12-4fed-bed0-b592b7cdc226,,,Collection of Carl Smith,"Smith, Carl S.",2021-03-16T19:27:01.496661Z,unknown,,,1967 to 1999,Photographs by Carl Smith,inu-dil-e28ae591-20f2-4c98-aaa7-fa68dd5f9350.tif,,,,d9d49c03-3b12-4fed-bed0-b592b7cdc226,,https://api.dc.library.northwestern.edu/api/v2/works/d9d49c03-3b12-4fed-bed0-b592b7cdc226?as=iiif,2023-02-20T16:07:13.553061,None,None,,,inu:dil-e28ae591-20f2-4c98-aaa7-fa68dd5f9350,Faculty Collections,None,,2023-02-15T19:46:27.255928Z,,,,Level 1,"{'cycle': None, 'desc': None, 'manager': None, 'name': None, 'proposer': None, 'task_number': None}","United States, California, Mariposa county, Yosemite National Park",True,,,,https://iiif.dc.library.northwestern.edu/iiif/2/e28eb231-16f5-4406-8780-ee4e229ece7b,,In Copyright - Educational Use Permitted,,,,Done,,,,,"The images on this web site, from material in the collections of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted.",https://api.dc.library.northwestern.edu/api/v2/works/d9d49c03-3b12-4fed-bed0-b592b7cdc226/thumbnail,Yosemite National Park,Public,Image
,Voyager:inudilcsmi2776,,https://api.dc.library.northwestern.edu/api/v2/works/1a1c7617-ea09-4d31-a264-9a7bdcdaeefa,Work,ark:/81985/n2057df9w,79f61e14-5e89-4ea2-8283-3fd4ae7d13ce|e6dec3f4-78f8-4ddc-89df-5bff0f36f743,,,https://dc.library.northwestern.edu/items/1a1c7617-ea09-4d31-a264-9a7bdcdaeefa,,,Collection of Carl Smith,,2021-03-15T17:08:16.124245Z,unknown,,,1967 to 1999,,inu-dil-ab7c9aa4-434a-44cd-aff2-071482b17b49.tif,,,,1a1c7617-ea09-4d31-a264-9a7bdcdaeefa,,https://api.dc.library.northwestern.edu/api/v2/works/1a1c7617-ea09-4d31-a264-9a7bdcdaeefa?as=iiif,2023-02-20T16:07:14.924710,None,None,,,inu:dil-ab7c9aa4-434a-44cd-aff2-071482b17b49,Faculty Collections,None,,2023-02-15T19:46:27.543656Z,,,,Level 1,"{'cycle': None, 'desc': None, 'manager': None, 'name': None, 'proposer': None, 'task_number': None}",,True,,,,https://iiif.dc.library.northwestern.edu/iiif/2/69f17d4e-e080-49a2-af0d-37c3a08079a5,,In Copyright - Educational Use Permitted,,,,Done,,War for Independence,,,"The images on this web site, from material in the collections of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted.",https://api.dc.library.northwestern.edu/api/v2/works/1a1c7617-ea09-4d31-a264-9a7bdcdaeefa/thumbnail,Freeman's Farm,Public,Image
,Voyager:inudilcsmi2919,,https://api.dc.library.northwestern.edu/api/v2/works/1c4d13ed-a49e-4a0c-b443-cc1b1ddd224c,Work,ark:/81985/n2hx16d12,79f61e14-5e89-4ea2-8283-3fd4ae7d13ce|e6dec3f4-78f8-4ddc-89df-5bff0f36f743,,,https://dc.library.northwestern.edu/items/1c4d13ed-a49e-4a0c-b443-cc1b1ddd224c,,,Collection of Carl Smith,,2021-03-15T17:16:42.878263Z,unknown,,,1900 to 1999,,inu-dil-118f9b70-6c19-450a-b92b-c8e3819b1eb5.tif,,,,1c4d13ed-a49e-4a0c-b443-cc1b1ddd224c,,https://api.dc.library.northwestern.edu/api/v2/works/1c4d13ed-a49e-4a0c-b443-cc1b1ddd224c?as=iiif,2023-02-20T16:07:14.927157,None,None,,,inu:dil-118f9b70-6c19-450a-b92b-c8e3819b1eb5,Faculty Collections,None,,2023-02-15T19:46:27.543656Z,,,,Level 1,"{'cycle': None, 'desc': None, 'manager': None, 'name': None, 'proposer': None, 'task_number': None}",,True,,,,https://iiif.dc.library.northwestern.edu/iiif/2/4e2e91ee-be9f-4b0f-8690-5397d998bd7c,,In Copyright - Educational Use Permitted,,,,Done,,Automobiles,,,"The images on this web site, from material in the collections of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted.",https://api.dc.library.northwestern.edu/api/v2/works/1c4d13ed-a49e-4a0c-b443-cc1b1ddd224c/thumbnail,Automobile,Public,Image
